id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
504,0.11,0.79,7,295,4,0,1,0,hr,low
505,0.82,0.9,3,227,3,0,0,0,marketing,medium
506,0.7,0.83,3,159,3,0,0,0,sales,low
507,0.55,0.97,3,222,2,0,0,0,management,medium
508,0.1,0.86,6,266,4,1,1,0,technical,low
509,0.55,1.0,6,136,3,0,1,0,support,low
510,0.56,0.64,3,270,3,0,0,0,support,medium
511,0.1,0.94,6,297,5,0,1,0,marketing,low
512,0.78,0.61,4,268,3,0,0,0,sales,medium
513,0.1,0.86,6,247,4,0,1,0,sales,medium
514,0.61,0.72,4,134,2,0,0,0,accounting,medium
515,0.75,0.48,2,284,6,0,0,0,hr,low
516,0.79,0.74,2,158,3,0,0,0,RandD,medium
517,0.48,0.93,3,219,6,0,1,0,technical,low
518,0.32,0.5,2,135,5,0,1,0,sales,low
519,0.64,0.94,4,210,3,0,0,0,product_mng,low
520,0.38,0.45,2,151,3,0,1,0,technical,low
521,0.55,0.87,3,201,2,0,0,0,technical,medium
522,0.12,0.5,5,287,4,0,0,0,technical,low
523,0.73,0.86,4,196,4,1,0,0,IT,low
524,0.1,0.84,6,309,4,0,1,0,support,low
525,0.37,0.92,4,211,7,0,0,0,sales,high
526,0.98,0.63,3,169,2,0,0,0,marketing,low
527,0.56,0.75,4,192,2,0,0,0,support,low
528,0.64,0.72,4,253,4,0,0,0,RandD,high
529,0.94,0.9,4,144,4,0,0,0,support,low
530,0.75,1.0,4,222,2,1,0,0,accounting,high
531,0.21,0.77,6,215,4,0,0,0,sales,medium
532,0.76,0.99,3,216,3,0,0,0,marketing,low
533,0.75,0.68,3,237,5,0,0,0,sales,low
534,0.74,0.52,3,213,3,0,0,0,support,medium
535,0.36,0.6,2,136,6,0,0,0,technical,low
536,0.87,0.52,3,158,2,1,0,0,sales,low
537,0.11,0.8,7,243,4,0,1,0,sales,medium
538,0.8,0.82,4,271,4,0,0,0,sales,low
539,0.82,0.74,3,163,2,0,0,0,sales,high
540,0.31,0.59,4,138,2,0,0,0,RandD,low
541,0.9,0.81,4,175,3,0,0,0,management,medium
542,0.57,0.89,4,255,3,1,0,0,technical,low
543,0.72,0.82,5,269,5,0,1,0,technical,low
544,0.09,0.78,6,244,4,0,1,0,IT,low
545,0.33,0.94,4,166,6,0,0,0,technical,low
546,0.11,0.9,6,264,4,0,1,0,technical,medium
547,0.54,0.52,5,170,4,0,0,0,technical,high
548,0.75,0.76,3,269,2,1,0,0,technical,medium
549,0.36,0.48,2,145,3,0,1,0,hr,low
550,0.76,0.88,4,206,4,0,1,0,hr,medium
551,0.87,0.97,4,243,3,0,0,0,IT,high
552,0.66,0.75,3,228,2,0,0,0,technical,low
553,0.98,0.93,5,145,4,0,0,0,IT,low
554,0.26,0.7,5,214,6,1,0,0,support,low
555,0.78,0.74,6,251,4,0,0,0,technical,low
556,0.22,0.81,5,205,4,0,0,0,RandD,low
557,0.95,0.74,3,139,2,0,0,0,IT,medium
558,0.67,0.7,4,222,3,0,0,0,management,low
559,0.17,0.59,3,197,5,0,0,0,IT,low
560,0.77,0.91,4,161,3,0,0,0,marketing,low
561,0.64,0.95,3,218,2,0,0,0,technical,medium
562,0.51,0.86,4,260,3,1,0,0,marketing,low
563,0.64,0.38,5,171,6,1,0,1,accounting,high
564,0.55,0.64,3,101,2,1,0,0,sales,medium
565,0.8,0.94,4,271,4,0,0,1,sales,medium
566,0.65,0.96,3,168,2,0,0,0,accounting,low
567,0.9,0.92,5,245,5,0,1,0,sales,low
568,0.94,0.58,5,222,3,0,0,0,technical,low
569,0.8,0.5,4,125,3,0,0,0,technical,low
570,0.96,0.82,4,244,3,0,0,0,support,high
571,0.85,0.96,4,240,6,0,0,0,technical,medium
572,0.9,0.82,5,259,5,0,1,0,support,low
573,0.39,0.56,2,142,3,0,1,0,accounting,low
574,0.64,0.68,3,272,3,0,0,0,technical,low
575,0.74,0.74,5,160,3,1,0,0,sales,high
576,0.95,0.96,3,250,3,0,0,0,hr,medium
577,0.49,0.76,3,208,2,0,0,0,technical,low
578,0.87,0.73,5,184,3,0,0,0,product_mng,low
579,0.59,0.57,4,261,2,0,0,0,IT,high
580,0.63,0.64,5,189,4,0,0,0,sales,high
581,0.21,0.76,6,219,4,1,0,0,sales,medium
582,0.59,0.83,4,239,4,0,0,0,hr,high
583,0.11,0.92,7,307,4,0,1,0,IT,low
584,0.44,0.54,2,151,3,0,1,0,management,low
585,0.41,0.52,2,136,3,0,1,0,technical,low
586,0.91,0.89,4,144,3,1,0,0,technical,low
587,0.33,0.64,2,274,3,1,0,0,technical,high
588,0.61,0.88,5,146,7,1,0,0,marketing,low
589,0.46,0.57,2,139,3,0,1,0,sales,low
590,0.87,0.82,4,248,2,0,0,0,support,medium
591,0.8,0.6,5,234,2,0,0,0,IT,low
592,0.84,0.74,2,168,3,0,0,0,support,low
593,0.59,0.94,5,157,7,1,0,0,management,medium
594,0.79,0.59,4,139,3,0,1,1,management,low
595,0.22,0.6,3,205,6,1,0,0,sales,low
596,0.4,0.49,2,135,3,0,1,0,sales,low
597,0.57,0.87,4,148,3,0,0,0,sales,high
598,0.96,0.51,3,241,6,1,0,0,support,low
599,0.36,0.55,2,152,3,0,1,0,IT,low
600,0.5,0.95,3,198,4,0,0,0,accounting,low
601,0.65,0.97,4,145,2,0,0,0,technical,medium
602,0.81,0.87,4,254,5,0,1,0,marketing,low
603,0.52,0.57,3,150,3,0,0,0,sales,low
604,0.76,0.83,6,293,6,0,1,0,support,low
605,0.41,0.68,4,273,3,0,0,0,sales,medium
606,0.64,0.78,5,148,4,0,0,0,sales,high
607,0.44,0.66,3,162,2,0,0,0,sales,medium
608,0.64,0.53,4,133,3,0,0,0,support,low
609,0.88,0.51,3,211,7,0,0,0,sales,medium
610,0.98,0.92,4,201,3,1,0,0,support,low
611,0.5,1.0,4,258,3,0,0,0,sales,medium
612,0.72,0.83,5,193,2,0,0,0,support,medium
613,0.94,0.9,5,191,4,0,0,0,support,low
614,0.59,0.55,3,179,3,0,0,0,support,medium
615,0.15,0.7,4,220,4,0,0,0,hr,low
616,0.48,0.67,3,183,2,0,0,0,technical,low
617,0.88,0.59,6,243,4,0,0,0,RandD,high
618,0.67,0.5,4,173,2,1,0,0,support,high
619,0.14,0.66,5,281,4,1,0,0,accounting,medium
620,0.34,0.97,6,157,5,1,1,0,RandD,low
621,0.98,0.79,4,138,3,0,0,0,accounting,low
622,0.93,0.97,4,158,3,1,0,0,technical,medium
623,0.79,0.87,5,261,5,0,1,0,sales,low
624,0.43,0.44,5,213,3,0,0,0,sales,low
625,0.19,0.72,6,243,6,1,0,0,technical,low
626,0.38,0.57,2,140,3,0,1,0,support,low
627,0.37,0.86,6,260,3,0,0,0,technical,medium
628,0.19,0.79,4,229,4,0,0,0,product_mng,medium
629,0.71,0.53,3,186,2,0,0,0,technical,low
630,0.35,0.47,4,151,6,0,0,0,management,medium
631,0.55,0.8,4,260,3,0,0,0,hr,high
632,0.56,0.39,3,106,8,0,0,0,management,high
633,0.75,0.87,4,146,8,1,0,0,support,low
634,0.82,0.54,4,164,3,0,0,0,support,low
635,0.39,0.54,2,158,3,0,1,0,support,low
636,0.86,0.93,3,199,3,1,0,0,sales,medium
637,0.53,0.5,6,264,6,0,0,0,technical,low
638,0.39,0.38,4,135,2,0,0,0,product_mng,high
639,0.55,0.97,5,125,4,0,0,0,sales,medium
640,0.77,0.87,3,207,4,1,0,0,sales,low
641,0.48,0.94,5,255,6,0,0,0,accounting,medium
642,0.85,1.0,4,225,5,0,1,0,technical,low
643,0.78,1.0,5,236,5,0,1,0,sales,medium
644,0.11,0.84,6,300,5,1,1,0,support,low
645,0.45,0.46,2,149,3,0,1,0,sales,low
646,0.62,0.87,4,221,3,1,0,0,support,low
647,0.22,0.44,3,166,6,0,0,0,hr,low
648,0.86,0.66,4,251,3,0,0,0,RandD,low
649,0.5,0.89,5,223,3,0,0,0,marketing,low
650,0.5,0.97,4,217,3,0,0,0,hr,low
651,0.09,0.96,6,296,4,0,1,0,technical,low
652,0.71,0.66,3,268,4,0,0,0,marketing,high
653,0.12,0.78,6,260,5,0,0,0,management,medium
654,0.63,0.8,4,256,4,0,0,0,management,medium
655,0.93,0.88,4,177,3,0,0,0,technical,low
656,0.77,0.55,3,217,3,0,0,0,support,medium
657,0.83,0.61,4,262,4,0,0,0,accounting,low
658,0.75,0.63,4,209,3,0,0,1,sales,medium
659,0.63,0.99,3,247,3,0,0,0,sales,medium
660,0.99,0.65,3,209,2,1,0,0,support,low
661,0.58,0.49,2,107,3,0,0,0,technical,medium
662,0.71,0.8,4,199,2,0,0,0,sales,low
663,0.46,0.45,2,172,2,1,0,0,management,low
664,0.37,0.85,2,185,3,0,0,0,product_mng,low
665,0.56,0.9,4,115,3,0,0,0,technical,medium
666,0.81,0.5,4,170,4,0,0,0,support,low
667,0.13,0.48,3,210,3,0,0,0,sales,high
668,0.72,0.53,5,244,4,0,0,0,sales,medium
669,0.63,0.52,5,209,8,1,0,0,RandD,low
670,0.57,0.39,4,132,3,0,0,0,product_mng,high
671,0.71,0.59,4,143,2,0,0,0,hr,medium
672,0.15,0.84,3,201,6,0,0,0,support,medium
673,0.54,0.96,3,201,3,0,0,0,management,medium
674,0.76,0.89,5,262,5,0,1,0,sales,low
675,0.54,0.82,3,284,2,1,0,0,support,low
676,0.98,0.53,5,186,3,0,0,0,marketing,low
677,0.13,0.6,3,178,5,0,0,0,support,low
678,0.87,0.73,5,184,3,0,0,0,product_mng,low
679,0.19,0.63,4,142,6,0,0,0,RandD,low
680,0.85,0.6,5,178,2,0,0,0,technical,medium
681,0.55,0.96,4,267,3,0,0,0,sales,medium
682,0.17,0.52,6,176,5,0,0,0,support,medium
683,0.11,0.96,6,280,4,0,1,0,support,low
684,0.44,0.48,2,155,3,0,1,0,support,low
685,0.61,0.69,2,164,2,0,0,0,RandD,medium
686,0.09,0.86,6,291,4,0,1,0,product_mng,low
687,0.64,0.69,5,114,6,0,0,0,support,medium
688,0.77,0.82,3,147,4,0,0,0,sales,high
689,0.72,1.0,4,245,5,0,1,0,sales,low
690,0.14,0.58,4,275,10,0,0,0,sales,medium
691,0.81,0.62,3,100,3,0,0,0,sales,low
692,0.2,0.68,5,167,7,0,0,0,marketing,medium
693,0.76,0.55,4,163,2,1,0,0,hr,medium
694,0.89,0.56,3,256,3,0,0,0,support,medium
695,0.8,0.83,5,275,5,0,1,0,support,low
696,0.58,0.98,3,146,3,0,0,0,technical,medium
697,0.68,0.54,4,165,4,0,0,0,sales,high
698,0.69,0.66,4,178,3,0,0,0,RandD,low
699,0.6,0.98,4,265,2,0,0,0,sales,low
700,0.75,0.99,5,254,5,0,1,0,sales,low
701,0.09,0.94,7,247,4,0,1,0,sales,medium
702,0.51,0.92,3,224,3,0,0,0,accounting,medium
703,0.17,0.61,6,154,10,1,0,0,sales,medium
704,0.8,0.82,4,271,4,0,0,0,sales,low
705,0.68,0.76,3,260,4,0,0,0,support,low
706,0.44,0.87,5,104,4,0,0,0,technical,high
707,0.24,0.5,4,282,4,1,0,0,support,low
708,0.76,0.8,5,217,2,0,0,0,sales,medium
709,0.87,0.88,4,140,8,0,0,0,marketing,medium
710,0.55,0.4,3,139,8,0,0,1,hr,medium
711,0.57,0.64,4,226,7,0,0,0,sales,low
712,0.92,0.63,5,224,8,1,0,0,sales,low
713,0.37,0.51,2,127,3,0,1,0,sales,medium
714,0.65,0.48,4,229,3,0,0,0,RandD,high
715,0.75,0.76,5,175,4,0,0,0,IT,low
716,0.67,0.67,4,141,2,1,0,0,sales,low
717,0.45,0.49,2,134,3,0,1,0,RandD,medium
718,0.49,0.59,3,185,3,0,0,0,sales,low
719,0.73,0.72,4,233,2,0,0,0,sales,low
720,0.1,0.85,6,260,4,0,1,0,sales,low
721,0.2,0.9,5,228,6,0,0,0,sales,medium
722,0.71,0.75,4,272,4,0,0,0,technical,low
723,0.09,0.62,6,294,4,0,1,0,accounting,low
724,0.43,0.53,2,131,3,0,1,0,IT,low
725,0.14,0.75,4,277,5,1,1,0,sales,medium
726,0.97,0.54,5,185,2,0,0,0,sales,medium
727,0.49,0.4,2,148,2,1,0,1,management,high
728,0.83,0.74,4,249,2,0,0,0,support,medium
729,0.59,0.53,5,169,3,0,0,0,technical,low
730,0.88,0.99,5,262,6,0,1,0,sales,low
731,0.52,0.63,4,136,2,0,0,0,support,medium
732,0.5,0.9,4,171,2,0,0,0,hr,low
733,0.99,0.68,4,238,3,0,0,0,IT,low
734,0.16,0.73,4,197,2,0,0,0,technical,low
735,0.74,0.74,2,254,3,0,0,0,product_mng,low
736,0.74,0.86,3,186,3,1,0,0,sales,high
737,0.67,0.54,2,141,2,0,0,0,sales,low
738,0.65,0.69,4,153,3,0,0,0,product_mng,low
739,0.72,0.95,4,230,3,0,0,0,technical,low
740,0.68,0.4,3,213,5,1,0,1,sales,low
741,0.61,0.41,3,103,2,0,0,0,technical,high
742,0.37,0.72,3,169,2,1,0,0,support,medium
743,0.4,0.47,2,144,3,1,1,0,sales,low
744,0.78,0.78,3,135,3,0,0,0,technical,low
745,0.72,0.59,5,200,8,1,0,0,sales,low
746,0.18,0.96,5,208,6,0,0,0,technical,medium
747,0.7,0.83,5,241,2,0,0,0,sales,medium
748,0.33,0.65,3,172,10,0,0,1,marketing,high
749,0.61,0.55,4,231,3,0,0,0,technical,low
750,0.6,0.62,5,165,2,0,0,0,sales,medium
751,0.16,0.88,4,201,6,0,0,0,sales,medium
752,0.56,0.66,3,139,2,0,0,0,product_mng,low
753,0.88,0.72,2,144,4,1,0,0,technical,low
754,0.64,0.61,3,263,3,0,0,0,support,low
755,0.88,0.82,3,265,3,0,0,0,product_mng,medium
756,0.7,0.98,4,176,5,0,0,0,technical,low
757,0.27,0.75,5,264,3,0,0,0,technical,medium
758,0.1,0.9,7,301,4,0,1,0,technical,medium
759,0.39,0.55,2,159,3,0,1,0,technical,high
760,0.37,0.52,2,144,3,0,1,0,sales,medium
761,0.93,0.52,3,229,2,1,0,0,hr,medium
762,0.31,0.87,6,240,3,1,0,0,hr,low
763,0.88,0.67,5,141,2,0,0,0,product_mng,medium
764,0.78,0.96,3,202,4,1,0,0,marketing,medium
765,0.85,0.69,4,216,4,0,0,0,management,low
766,0.57,0.66,3,268,3,0,0,0,sales,low
767,0.7,0.59,3,138,3,0,0,0,RandD,low
768,0.37,0.55,2,152,3,0,1,0,technical,medium
769,0.93,0.94,4,156,3,1,0,0,marketing,low
770,0.93,0.58,4,222,2,0,0,0,RandD,medium
771,0.59,0.72,3,182,3,0,0,0,sales,medium
772,0.51,0.94,4,155,3,0,0,0,IT,medium
773,0.59,0.9,3,146,3,0,0,0,RandD,medium
774,0.49,0.71,3,255,2,1,0,0,accounting,low
775,0.59,0.69,3,186,3,0,0,0,technical,low
776,0.1,0.93,6,256,4,0,1,0,support,low
777,0.57,0.94,3,230,2,0,0,0,hr,low
778,0.98,0.88,5,232,3,0,0,0,marketing,low
779,0.44,0.5,2,148,3,0,1,0,accounting,medium
780,0.5,0.91,5,224,2,1,0,0,management,medium
781,0.55,0.64,4,260,3,0,0,0,hr,low
782,0.88,0.76,4,159,4,1,0,0,sales,low
783,0.62,0.71,4,268,3,0,0,0,technical,low
784,0.77,0.93,4,231,5,0,1,0,hr,medium
785,0.84,0.96,6,155,5,0,0,0,product_mng,medium
786,0.58,0.55,5,206,3,0,0,0,technical,medium
787,0.36,0.57,2,142,3,0,1,0,product_mng,medium
788,0.19,0.8,4,249,5,0,0,0,sales,low
789,0.78,0.76,5,168,4,1,0,0,sales,low
790,0.62,0.78,5,250,6,0,0,0,sales,low
791,0.79,0.98,4,185,2,0,0,0,marketing,medium
792,0.64,0.69,3,207,2,1,0,0,IT,low
793,0.65,0.9,3,200,3,0,0,0,technical,high
794,0.72,0.61,3,175,3,0,0,0,sales,high
795,0.61,0.6,4,121,2,0,0,0,sales,medium
796,0.19,0.63,6,241,6,0,0,0,sales,high
797,0.93,0.57,3,141,2,0,0,0,technical,low
798,0.55,0.59,3,245,3,0,0,0,sales,low
799,0.56,0.71,5,244,3,0,0,0,product_mng,low
800,0.76,0.4,2,122,5,0,0,0,sales,low
801,0.83,0.77,3,171,3,0,0,0,sales,low
802,0.82,0.75,4,224,3,0,0,0,sales,low
803,0.77,0.91,5,236,5,0,1,0,marketing,medium
804,0.99,0.75,4,163,2,0,0,0,sales,low
805,0.37,0.53,2,131,3,0,1,0,sales,low
806,0.56,0.7,3,214,2,0,0,0,IT,medium
807,0.52,0.56,4,225,2,0,0,0,marketing,medium
808,0.77,0.89,3,142,3,0,0,0,marketing,low
809,0.86,0.91,3,234,3,1,0,0,marketing,low
810,0.91,0.72,3,213,3,0,0,0,marketing,low
811,0.73,0.92,4,273,5,0,1,0,sales,low
812,0.71,0.91,3,261,3,0,0,0,sales,low
813,0.12,0.49,4,191,5,0,0,0,IT,low
814,0.97,0.86,3,257,4,0,0,0,sales,low
815,0.57,0.78,3,206,4,0,0,0,RandD,medium
816,0.43,0.52,2,160,3,0,1,0,technical,low
817,0.91,0.5,3,276,4,0,0,0,support,low
818,0.52,0.9,3,133,3,0,0,0,product_mng,low
819,0.09,0.83,6,250,4,0,1,0,sales,medium
820,0.62,0.62,4,136,2,0,0,0,sales,medium
821,0.89,0.66,5,224,2,0,0,0,sales,medium
822,0.97,0.75,2,271,6,0,0,0,sales,low
823,0.39,0.46,2,127,3,0,1,0,management,low
824,0.29,0.48,2,249,4,0,1,0,IT,medium
825,0.57,0.6,3,218,3,0,0,0,sales,low
826,0.91,1.0,4,251,6,0,1,0,technical,low
827,0.77,0.61,4,178,2,1,0,0,support,high
828,0.38,0.49,2,151,3,0,1,0,technical,low
829,0.98,0.83,5,211,3,0,0,0,support,medium
830,0.6,0.57,3,202,3,0,0,0,support,low
831,0.87,0.67,4,272,4,0,0,0,sales,low
832,0.86,0.91,4,182,2,0,0,0,marketing,medium
833,0.43,0.48,2,153,3,0,1,0,accounting,low
834,0.75,0.77,5,199,4,0,0,0,sales,medium
835,0.75,0.9,5,256,5,0,1,0,support,low
836,0.39,0.68,2,282,5,0,1,0,marketing,low
837,0.62,0.95,4,140,2,0,0,0,accounting,low
838,0.67,0.63,3,227,3,0,0,0,technical,medium
839,0.74,0.94,4,157,2,0,0,0,sales,medium
840,0.98,0.66,5,248,3,0,0,0,technical,medium
841,0.84,0.54,3,265,2,0,0,0,marketing,medium
842,0.11,0.95,7,300,4,0,1,0,management,medium
843,0.92,0.65,4,260,2,0,0,0,hr,low
844,0.25,0.45,3,228,5,0,0,0,accounting,medium
845,0.38,0.43,3,188,7,0,0,0,sales,medium
846,0.72,0.84,4,250,3,0,0,0,support,high
847,0.53,0.37,3,180,3,0,0,0,support,medium
848,0.46,0.43,4,258,3,0,0,0,support,low
849,0.23,0.67,4,163,5,0,0,1,support,low
850,0.9,0.52,3,162,2,0,0,0,sales,high
851,0.93,0.92,3,248,2,0,0,0,sales,medium
852,0.9,0.48,4,136,7,0,0,0,IT,low
853,0.32,0.58,5,271,5,0,1,0,sales,high
854,0.93,0.61,5,158,3,0,0,0,management,medium
855,0.15,0.52,4,265,6,0,0,0,support,low
856,0.58,0.53,4,192,4,0,0,0,IT,medium
857,0.92,0.54,5,141,2,0,0,0,RandD,low
858,0.61,0.84,5,104,4,0,0,0,sales,low
859,0.89,0.51,3,249,3,0,0,0,RandD,medium
860,0.69,0.59,4,264,3,0,0,0,sales,medium
861,0.91,1.0,5,251,6,0,1,0,sales,low
862,0.11,0.91,6,278,4,0,1,0,marketing,low
863,0.11,0.81,6,266,4,1,1,0,sales,medium
864,0.19,0.64,6,222,5,0,0,0,product_mng,medium
865,0.65,0.88,4,173,3,0,0,0,management,medium
866,0.69,0.85,3,153,10,0,0,0,support,medium
867,0.84,0.89,4,245,5,1,1,0,support,medium
868,0.59,0.69,3,146,3,0,0,0,product_mng,medium
869,0.73,1.0,4,252,5,0,1,0,technical,medium
870,0.76,0.64,4,234,2,0,0,0,sales,high
871,0.43,0.57,2,159,3,1,1,0,technical,low
872,0.87,0.5,4,267,2,1,0,0,accounting,medium
873,0.43,0.57,2,135,3,0,1,0,support,low
874,0.6,0.62,4,135,2,1,0,0,sales,medium
875,0.6,0.77,3,202,3,0,0,0,sales,low
876,0.3,0.86,6,232,3,0,0,0,technical,medium
877,0.87,0.89,3,140,2,1,0,0,RandD,low
878,0.65,0.54,4,147,10,0,0,0,sales,low
879,0.41,0.56,2,133,3,0,1,0,hr,medium
880,0.09,0.86,6,279,4,0,1,0,sales,low
881,0.71,0.51,4,202,3,0,0,0,IT,medium
882,0.51,0.58,5,173,3,0,0,0,support,low
883,0.74,0.99,4,233,5,0,1,0,IT,low
884,0.57,0.91,3,193,2,0,0,0,sales,low
885,0.99,0.58,4,183,3,0,0,0,marketing,low
886,0.45,0.48,2,144,3,0,1,0,marketing,medium
887,0.54,0.49,4,190,3,0,0,0,technical,medium
888,0.36,0.56,2,137,3,0,1,0,sales,low
889,0.99,0.66,3,181,2,0,0,0,IT,medium
890,0.82,0.74,3,229,7,0,0,1,management,high
891,0.52,0.89,3,188,6,0,0,0,marketing,medium
892,0.43,0.51,2,136,3,0,1,0,hr,medium
893,0.71,0.41,5,107,4,0,0,0,technical,medium
894,0.51,0.49,4,234,2,0,0,0,sales,medium
895,0.4,0.38,3,280,2,0,0,0,marketing,low
896,0.56,0.79,4,197,2,0,0,0,support,medium
897,0.77,0.83,5,216,4,0,0,0,IT,medium
898,0.95,0.65,3,183,3,0,0,0,support,medium
899,0.92,0.96,3,154,2,1,0,0,sales,low
900,0.37,0.46,2,127,3,0,1,0,IT,medium
901,0.82,0.77,4,205,3,0,0,0,sales,medium
902,0.28,0.79,5,202,5,0,0,0,accounting,low
903,0.49,0.49,2,226,3,0,0,0,support,high
904,0.61,0.52,5,255,3,0,0,0,support,medium
905,0.59,0.77,3,169,3,0,0,0,IT,low
906,0.91,0.87,4,235,5,0,1,0,technical,low
907,0.48,0.47,3,160,3,0,0,0,product_mng,medium
908,0.44,0.51,2,134,3,0,1,0,hr,medium
909,0.82,0.77,4,152,2,1,0,0,marketing,low
910,0.45,0.57,2,134,3,0,1,0,hr,low
911,0.77,0.55,2,172,2,0,0,0,technical,medium
912,0.4,0.46,2,135,3,0,1,0,technical,low
913,0.95,0.45,3,225,2,0,0,0,product_mng,low
914,0.7,0.47,2,238,3,0,0,0,technical,low
915,0.45,0.51,2,155,3,1,1,0,sales,medium
916,0.72,0.85,5,244,6,0,1,0,sales,low
917,0.83,0.69,4,233,2,0,0,0,sales,medium
918,0.2,0.59,6,113,3,0,0,0,management,high
919,0.41,0.47,2,135,3,0,1,0,support,low
920,0.11,0.96,6,298,4,0,1,0,sales,low
921,0.46,0.86,2,212,4,0,1,0,sales,medium
922,0.1,0.87,6,290,4,0,1,0,support,low
923,0.36,0.55,6,226,6,0,0,0,management,medium
924,0.77,0.72,4,223,3,0,0,0,sales,medium
925,0.89,0.78,3,185,2,1,0,0,technical,medium
926,0.85,0.58,3,226,2,0,1,0,support,medium
927,0.9,0.98,4,257,3,0,0,0,IT,low
928,0.98,0.5,4,207,3,0,0,0,marketing,low
929,0.62,0.82,3,204,10,0,0,0,accounting,medium
930,0.39,0.56,2,142,3,0,1,0,accounting,low
931,0.62,0.63,3,230,2,0,0,0,management,medium
932,0.79,0.5,5,176,3,0,0,0,support,high
933,0.28,0.45,6,218,4,0,1,0,accounting,low
934,0.15,0.81,3,191,5,0,0,0,management,medium
935,0.95,0.9,3,155,3,0,0,0,technical,medium
936,0.54,0.79,5,249,3,1,0,0,management,high
937,0.9,0.77,5,163,3,0,0,0,marketing,medium
938,0.7,0.69,4,158,3,0,0,0,IT,low
939,0.63,0.4,6,177,2,1,0,0,sales,medium
940,0.45,0.52,2,105,3,0,0,0,technical,low
941,0.37,0.48,2,285,5,0,0,0,IT,medium
942,0.39,0.48,2,159,3,0,1,0,product_mng,medium
943,0.21,0.65,3,183,3,0,0,0,technical,low
944,0.83,0.57,2,246,5,1,0,0,accounting,low
945,0.54,0.59,3,200,3,0,0,0,technical,low
946,0.92,0.63,5,156,3,0,0,0,technical,medium
947,0.58,0.63,4,171,3,0,0,0,sales,medium
948,0.56,0.56,2,153,2,0,0,0,product_mng,medium
949,0.57,0.99,3,231,3,0,0,0,hr,low
950,0.62,0.36,2,137,4,1,0,0,marketing,medium
951,0.65,0.74,4,233,4,1,0,0,management,low
952,0.57,0.74,3,257,2,0,0,0,support,low
953,0.77,0.82,4,134,3,0,0,1,sales,low
954,0.36,0.52,2,147,3,0,1,0,sales,medium
955,0.5,0.95,5,207,3,0,0,0,technical,low
956,0.73,0.95,3,222,4,0,0,0,sales,medium
957,0.81,0.61,2,176,5,0,0,1,marketing,low
958,0.79,0.77,3,201,6,1,0,0,support,medium
959,0.3,0.88,5,245,4,0,0,0,hr,low
960,0.95,0.81,4,272,3,0,0,0,sales,medium
961,0.66,0.73,3,244,3,0,0,0,support,medium
962,0.77,0.91,4,239,3,1,0,0,product_mng,low
963,0.21,0.9,4,235,4,0,0,0,sales,medium
964,0.63,0.8,3,267,3,0,0,0,technical,low
965,0.1,0.98,6,268,4,0,1,0,support,low
966,0.77,0.74,4,202,4,0,0,0,support,medium
967,0.69,0.75,5,196,3,0,0,0,support,medium
968,0.61,0.95,5,233,3,0,0,0,technical,medium
969,0.09,0.96,6,296,4,0,1,0,technical,low
970,0.16,0.42,3,182,3,1,0,0,product_mng,low
971,0.37,0.46,2,153,3,0,1,0,sales,low
972,0.91,0.61,2,272,2,0,0,0,sales,low
973,0.42,0.8,4,279,6,0,0,0,sales,medium
974,0.73,0.74,5,199,2,0,0,0,sales,medium
975,0.95,0.64,3,262,3,0,0,0,sales,low
976,0.54,0.67,3,243,2,0,0,0,product_mng,medium
977,0.4,0.48,2,142,3,0,1,0,marketing,low
978,0.81,0.93,5,265,6,0,1,0,technical,low
979,0.18,0.46,4,249,4,0,0,0,technical,low
980,0.26,0.69,5,213,2,0,0,0,accounting,high
981,0.56,0.52,3,243,3,0,0,0,sales,low
982,0.59,0.81,4,173,2,0,0,0,sales,medium
983,0.4,0.54,2,137,3,0,1,0,marketing,medium
984,0.86,0.96,5,238,5,0,0,0,technical,low
985,0.11,0.77,6,247,4,0,1,0,technical,medium
986,0.42,0.46,2,150,3,0,1,0,sales,medium
987,0.44,0.55,2,141,3,0,1,0,support,low
988,0.93,0.48,5,134,6,0,0,0,technical,low
989,0.62,0.68,3,253,5,1,0,0,RandD,low
990,0.4,0.37,3,123,2,0,0,0,sales,medium
991,0.73,0.81,5,173,3,0,0,0,marketing,low
992,0.92,0.68,4,178,3,0,0,0,product_mng,low
993,0.55,0.6,4,176,3,0,0,0,sales,medium
994,0.34,0.82,6,197,5,1,0,0,technical,medium
995,0.38,0.43,3,188,7,0,0,0,sales,medium
996,0.51,0.86,3,182,10,0,0,0,sales,low
997,0.97,0.38,5,211,7,1,0,0,sales,medium
998,0.44,0.53,2,127,3,0,1,0,RandD,medium
999,0.69,0.68,4,225,3,0,0,0,technical,low
1000,0.48,0.94,3,173,2,0,0,0,management,low
1001,0.86,0.9,4,162,3,0,0,0,product_mng,low
1002,0.95,0.61,3,224,2,1,0,0,support,low
1003,0.82,0.49,4,276,4,0,0,0,support,low
1004,0.86,0.89,3,250,2,0,0,0,marketing,medium
1005,0.73,0.49,3,168,2,1,0,0,sales,low
1006,0.77,0.53,5,256,3,0,0,0,accounting,medium
1007,0.85,0.73,4,174,3,0,0,0,support,low
1008,0.76,0.53,6,281,3,0,0,0,product_mng,medium
1009,0.16,0.87,5,163,3,0,0,0,management,medium
1010,0.46,0.53,2,147,3,0,1,0,sales,low
